id,date,store,item,sales
12863,25-03-2018,3,15,41.57982634
12864,26-03-2018,3,15,29.25598178
12865,27-03-2018,3,15,34.86499252
12866,28-03-2018,3,15,35.26600906
12867,29-03-2018,3,15,35.56431508
12868,30-03-2018,3,15,37.45290842
12869,31-03-2018,3,15,38.17725181
12870,01-01-2018,4,15,20.53787578
12871,02-01-2018,4,15,22.0750033
12872,03-01-2018,4,15,22.93706072
12873,04-01-2018,4,15,24.00795357
12874,05-01-2018,4,15,28.00216498
12875,06-01-2018,4,15,28.31363307
12876,07-01-2018,4,15,33.05150284
12877,08-01-2018,4,15,18.91589197
12878,09-01-2018,4,15,21.84612632
12879,10-01-2018,4,15,21.29952661
12880,11-01-2018,4,15,24.65919171
12881,12-01-2018,4,15,26.54608603
12882,13-01-2018,4,15,27.05713454
12883,14-01-2018,4,15,31.15708173
12884,15-01-2018,4,15,19.11617061
12885,16-01-2018,4,15,21.86692109
12886,17-01-2018,4,15,22.37709682
12887,18-01-2018,4,15,24.59164601
12888,19-01-2018,4,15,26.67797676
12889,20-01-2018,4,15,28.07515296
12890,21-01-2018,4,15,30.9357928
12891,22-01-2018,4,15,19.03750884
12892,23-01-2018,4,15,22.53204416
12893,24-01-2018,4,15,22.97709391
12894,25-01-2018,4,15,25.62103512
12895,26-01-2018,4,15,28.8992909
12896,27-01-2018,4,15,30.25016311
12897,28-01-2018,4,15,35.86462303
12898,29-01-2018,4,15,18.06932445
12899,30-01-2018,4,15,21.05450072
12900,31-01-2018,4,15,21.36307075
12901,01-02-2018,4,15,28.84168411
12902,02-02-2018,4,15,30.51131467
12903,03-02-2018,4,15,31.83421765
12904,04-02-2018,4,15,33.80464213
12905,05-02-2018,4,15,21.60724067
12906,06-02-2018,4,15,26.03286446
12907,07-02-2018,4,15,26.2193785
12908,08-02-2018,4,15,28.19681456
12909,09-02-2018,4,15,30.09104231
12910,10-02-2018,4,15,31.4933677
12911,11-02-2018,4,15,34.13414975
12912,12-02-2018,4,15,21.44712742
12913,13-02-2018,4,15,25.66651445
12914,14-02-2018,4,15,25.71988923
12915,15-02-2018,4,15,28.05543995
12916,16-02-2018,4,15,30.24164487
12917,17-02-2018,4,15,31.76504163
12918,18-02-2018,4,15,34.33155386
12919,19-02-2018,4,15,21.46832201
12920,20-02-2018,4,15,25.70003273
12921,21-02-2018,4,15,25.81960812
12922,22-02-2018,4,15,27.98147122
12923,23-02-2018,4,15,29.9339304
12924,24-02-2018,4,15,31.41062952
12925,25-02-2018,4,15,34.0006603
12926,26-02-2018,4,15,21.22826646
12927,27-02-2018,4,15,25.44892329
12928,28-02-2018,4,15,25.47890705
12929,01-03-2018,4,15,33.6544154
12930,02-03-2018,4,15,35.24206358
12931,03-03-2018,4,15,36.6149762
12932,04-03-2018,4,15,38.12274188
12933,05-03-2018,4,15,25.56019793
12934,06-03-2018,4,15,30.46392934
12935,07-03-2018,4,15,30.25598982
12936,08-03-2018,4,15,31.55312614
12937,09-03-2018,4,15,33.47485678
12938,10-03-2018,4,15,34.6057328
12939,11-03-2018,4,15,37.35141319
12940,12-03-2018,4,15,24.98890225
12941,13-03-2018,4,15,29.64438399
12942,14-03-2018,4,15,29.44076682
12943,15-03-2018,4,15,30.74928723
12944,16-03-2018,4,15,32.84306957
12945,17-03-2018,4,15,34.11828019
12946,18-03-2018,4,15,36.61654166
12947,19-03-2018,4,15,24.31860473
12948,20-03-2018,4,15,29.00346948
12949,21-03-2018,4,15,28.7134957
12950,22-03-2018,4,15,30.15758586
12951,23-03-2018,4,15,31.93091755
12952,24-03-2018,4,15,33.22377426
12953,25-03-2018,4,15,35.91481471
12954,26-03-2018,4,15,23.60484716
12955,27-03-2018,4,15,28.18265721
12956,28-03-2018,4,15,28.05248873
12957,29-03-2018,4,15,29.02183771
12958,30-03-2018,4,15,31.08142278
12959,31-03-2018,4,15,32.12606419
12960,01-01-2018,5,15,55.37874298
12961,02-01-2018,5,15,69.24155703
12962,03-01-2018,5,15,72.70298767
12963,04-01-2018,5,15,79.15568626
12964,05-01-2018,5,15,88.39849597
12965,06-01-2018,5,15,91.33688605
12966,07-01-2018,5,15,96.23213861
12967,08-01-2018,5,15,46.19963897
12968,09-01-2018,5,15,54.62595154
12969,10-01-2018,5,15,53.39757801
12970,11-01-2018,5,15,58.65146461
12971,12-01-2018,5,15,62.4789855
12972,13-01-2018,5,15,68.20202351
12973,14-01-2018,5,15,71.39527086
12974,15-01-2018,5,15,46.52677569
12975,16-01-2018,5,15,56.83051032
12976,17-01-2018,5,15,57.38681333
12977,18-01-2018,5,15,61.03793919
12978,19-01-2018,5,15,65.59300737
12979,20-01-2018,5,15,70.84884971
12980,21-01-2018,5,15,75.08487002
12981,22-01-2018,5,15,48.47374931
12982,23-01-2018,5,15,59.04226083
12983,24-01-2018,5,15,60.94409004
12984,25-01-2018,5,15,66.04197837
12985,26-01-2018,5,15,69.92026263
12986,27-01-2018,5,15,76.17831758
12987,28-01-2018,5,15,79.02927479
12988,29-01-2018,5,15,34.5826372
12989,30-01-2018,5,15,44.84439383
12990,31-01-2018,5,15,45.58439761
12991,01-02-2018,5,15,51.88066038
12992,02-02-2018,5,15,53.82928841
12993,03-02-2018,5,15,56.31869953
12994,04-02-2018,5,15,54.85230592
12995,05-02-2018,5,15,38.41024614
12996,06-02-2018,5,15,48.8519793
12997,07-02-2018,5,15,50.01589003
12998,08-02-2018,5,15,51.64153418
12999,09-02-2018,5,15,53.76199668
13000,10-02-2018,5,15,56.42777812
13001,11-02-2018,5,15,54.81292535
13002,12-02-2018,5,15,37.81204646
13003,13-02-2018,5,15,48.57656354
13004,14-02-2018,5,15,49.4022395
13005,15-02-2018,5,15,51.00558132
13006,16-02-2018,5,15,53.23024914
13007,17-02-2018,5,15,55.98048237
13008,18-02-2018,5,15,54.49892478
13009,19-02-2018,5,15,37.22564002
13010,20-02-2018,5,15,47.92973382
13011,21-02-2018,5,15,48.96705762
13012,22-02-2018,5,15,50.63140039
13013,23-02-2018,5,15,52.59093123
13014,24-02-2018,5,15,54.90423038
13015,25-02-2018,5,15,53.35194587
13016,26-02-2018,5,15,35.96472987
13017,27-02-2018,5,15,46.45882839
13018,28-02-2018,5,15,46.99247345
13019,01-03-2018,5,15,53.0089437
13020,02-03-2018,5,15,56.24826446
13021,03-03-2018,5,15,58.22357973
13022,04-03-2018,5,15,58.3014067
13023,05-03-2018,5,15,40.3534966
13024,06-03-2018,5,15,49.28624597
13025,07-03-2018,5,15,50.84869583
13026,08-03-2018,5,15,52.05207039
13027,09-03-2018,5,15,55.37209799
13028,10-03-2018,5,15,57.59597712
13029,11-03-2018,5,15,57.60769205
13030,12-03-2018,5,15,40.00009481
13031,13-03-2018,5,15,49.28667328
13032,14-03-2018,5,15,50.49927996
13033,15-03-2018,5,15,50.87500977
13034,16-03-2018,5,15,54.15517057
13035,17-03-2018,5,15,56.55933713
13036,18-03-2018,5,15,56.63179205
13037,19-03-2018,5,15,38.96874702
13038,20-03-2018,5,15,48.17951941
13039,21-03-2018,5,15,49.46878779
13040,22-03-2018,5,15,50.21808823
13041,23-03-2018,5,15,52.91563926
13042,24-03-2018,5,15,55.45076734
13043,25-03-2018,5,15,55.57358303
13044,26-03-2018,5,15,37.57551439
13045,27-03-2018,5,15,46.67773831
13046,28-03-2018,5,15,47.69845849
13047,29-03-2018,5,15,47.98261003
13048,30-03-2018,5,15,51.07668722
13049,31-03-2018,5,15,53.43825783
13050,01-01-2018,6,15,42.94514191
13051,02-01-2018,6,15,50.96097405
13052,03-01-2018,6,15,50.18967725
13053,04-01-2018,6,15,55.45647369
13054,05-01-2018,6,15,60.78999938
13055,06-01-2018,6,15,64.16246586
13056,07-01-2018,6,15,71.58799267
13057,08-01-2018,6,15,38.0508631
13058,09-01-2018,6,15,44.53323803
13059,10-01-2018,6,15,45.22328399
13060,11-01-2018,6,15,49.85247253
13061,12-01-2018,6,15,51.94631912
13062,13-01-2018,6,15,55.02919711
13063,14-01-2018,6,15,56.99838759
13064,15-01-2018,6,15,38.35930435
13065,16-01-2018,6,15,45.96896768
13066,17-01-2018,6,15,45.49282826
13067,18-01-2018,6,15,49.88048077
13068,19-01-2018,6,15,53.84466368
13069,20-01-2018,6,15,56.10470025
13070,21-01-2018,6,15,59.60645099
13071,22-01-2018,6,15,38.30830975
13072,23-01-2018,6,15,45.90279818
13073,24-01-2018,6,15,46.14470389
13074,25-01-2018,6,15,50.41504637
13075,26-01-2018,6,15,53.36304024
13076,27-01-2018,6,15,58.90191554
13077,28-01-2018,6,15,62.67795156
13078,29-01-2018,6,15,28.40781218
13079,30-01-2018,6,15,34.58332743
13080,31-01-2018,6,15,34.81524591
13081,01-02-2018,6,15,40.72396746
13082,02-02-2018,6,15,41.59100583
13083,03-02-2018,6,15,42.78455311
13084,04-02-2018,6,15,43.66840382
13085,05-02-2018,6,15,31.78285043
13086,06-02-2018,6,15,38.11165067
13087,07-02-2018,6,15,37.98303004
13088,08-02-2018,6,15,39.42995129
13089,09-02-2018,6,15,40.80758154
13090,10-02-2018,6,15,42.04744903
13091,11-02-2018,6,15,43.08547256
13092,12-02-2018,6,15,30.7978565
13093,13-02-2018,6,15,37.18147568
13094,14-02-2018,6,15,36.97968413
13095,15-02-2018,6,15,38.68699669
13096,16-02-2018,6,15,40.16990058
13097,17-02-2018,6,15,41.51734132
13098,18-02-2018,6,15,42.85706576
13099,19-02-2018,6,15,30.41568983
13100,20-02-2018,6,15,36.73888573
13101,21-02-2018,6,15,36.74874203
13102,22-02-2018,6,15,38.40046062
13103,23-02-2018,6,15,39.83566215
13104,24-02-2018,6,15,41.39025215
13105,25-02-2018,6,15,42.56854684
13106,26-02-2018,6,15,29.95178548
13107,27-02-2018,6,15,36.41449758
13108,28-02-2018,6,15,36.37357577
13109,01-03-2018,6,15,43.49300024
13110,02-03-2018,6,15,45.59618568
13111,03-03-2018,6,15,46.98961355
13112,04-03-2018,6,15,48.23329669
13113,05-03-2018,6,15,34.22103342
13114,06-03-2018,6,15,39.94440866
13115,07-03-2018,6,15,39.5999629
13116,08-03-2018,6,15,40.87081726
13117,09-03-2018,6,15,43.13832141
13118,10-03-2018,6,15,44.35121248
13119,11-03-2018,6,15,46.23682687
13120,12-03-2018,6,15,32.93375582
13121,13-03-2018,6,15,38.51556429
13122,14-03-2018,6,15,38.28392467
13123,15-03-2018,6,15,39.7881591
13124,16-03-2018,6,15,41.98180639
13125,17-03-2018,6,15,43.43747159
13126,18-03-2018,6,15,45.39577645
13127,19-03-2018,6,15,32.01076609
13128,20-03-2018,6,15,37.63643388
13129,21-03-2018,6,15,37.5961538
13130,22-03-2018,6,15,39.00261904
13131,23-03-2018,6,15,40.79327424
13132,24-03-2018,6,15,42.48108498
13133,25-03-2018,6,15,44.5366836
13134,26-03-2018,6,15,31.11166441
13135,27-03-2018,6,15,36.75942234
13136,28-03-2018,6,15,36.86905713
13137,29-03-2018,6,15,37.66083662
13138,30-03-2018,6,15,40.10037286
13139,31-03-2018,6,15,41.82097046
13140,01-01-2018,7,15,15.72215972
13141,02-01-2018,7,15,16.60914353
13142,03-01-2018,7,15,16.71498881
13143,04-01-2018,7,15,18.08666728
13144,05-01-2018,7,15,19.59074691
13145,06-01-2018,7,15,22.2426544
13146,07-01-2018,7,15,23.92685638
13147,08-01-2018,7,15,12.8832832
13148,09-01-2018,7,15,14.97309169
13149,10-01-2018,7,15,15.46748014
13150,11-01-2018,7,15,16.64426183
13151,12-01-2018,7,15,18.29605371
13152,13-01-2018,7,15,19.97141455
13153,14-01-2018,7,15,22.64906271
13154,15-01-2018,7,15,12.78643063
13155,16-01-2018,7,15,15.18940362
13156,17-01-2018,7,15,15.23639283
13157,18-01-2018,7,15,16.1195592
13158,19-01-2018,7,15,19.13664737
13159,20-01-2018,7,15,20.37662978
13160,21-01-2018,7,15,22.26763188
13161,22-01-2018,7,15,12.80869706
13162,23-01-2018,7,15,14.54104259
13163,24-01-2018,7,15,14.85821796
13164,25-01-2018,7,15,15.86266546
13165,26-01-2018,7,15,18.13116483
13166,27-01-2018,7,15,21.07497742
13167,28-01-2018,7,15,25.96601791
13168,29-01-2018,7,15,15.02885589
13169,30-01-2018,7,15,17.78180896
13170,31-01-2018,7,15,18.37138265
13171,01-02-2018,7,15,25.84877314
13172,02-02-2018,7,15,27.11898787
13173,03-02-2018,7,15,28.61439932
13174,04-02-2018,7,15,30.82789767
13175,05-02-2018,7,15,18.57119781
13176,06-02-2018,7,15,22.86634784
13177,07-02-2018,7,15,23.3370792
13178,08-02-2018,7,15,25.12600095
13179,09-02-2018,7,15,26.94660118
13180,10-02-2018,7,15,28.45250957
13181,11-02-2018,7,15,31.26319749
13182,12-02-2018,7,15,18.43609203
13183,13-02-2018,7,15,22.5145908
13184,14-02-2018,7,15,22.85919913
13185,15-02-2018,7,15,25.00557734
13186,16-02-2018,7,15,27.0764346
13187,17-02-2018,7,15,28.70341437
13188,18-02-2018,7,15,31.43983248
13189,19-02-2018,7,15,18.44703563
13190,20-02-2018,7,15,22.56539978
13191,21-02-2018,7,15,22.97620872
13192,22-02-2018,7,15,24.95665613
13193,23-02-2018,7,15,26.80798167
13194,24-02-2018,7,15,28.41586163
13195,25-02-2018,7,15,31.1482566
13196,26-02-2018,7,15,18.24090681
13197,27-02-2018,7,15,22.35360802
13198,28-02-2018,7,15,22.67482534
13199,01-03-2018,7,15,30.83538154
13200,02-03-2018,7,15,32.21612744
13201,03-03-2018,7,15,33.70280938
13202,04-03-2018,7,15,35.57353531
13203,05-03-2018,7,15,22.96616916
13204,06-03-2018,7,15,27.59626405
13205,07-03-2018,7,15,27.70653208
13206,08-03-2018,7,15,28.80227148
13207,09-03-2018,7,15,30.60121415
13208,10-03-2018,7,15,31.79164368
13209,11-03-2018,7,15,34.77850477
13210,12-03-2018,7,15,22.40733237
13211,13-03-2018,7,15,26.82968086
13212,14-03-2018,7,15,26.940873
13213,15-03-2018,7,15,28.04733828
13214,16-03-2018,7,15,29.95324282
13215,17-03-2018,7,15,31.28800695
13216,18-03-2018,7,15,33.93550393
13217,19-03-2018,7,15,21.74394562
13218,20-03-2018,7,15,26.22321882
13219,21-03-2018,7,15,26.2608068
13220,22-03-2018,7,15,27.5341744
13221,23-03-2018,7,15,29.19113997
13222,24-03-2018,7,15,30.56073353
13223,25-03-2018,7,15,33.37346781
13224,26-03-2018,7,15,21.07582015
13225,27-03-2018,7,15,25.46659086
13226,28-03-2018,7,15,25.63982892
13227,29-03-2018,7,15,26.42147077
13228,30-03-2018,7,15,28.34495185
13229,31-03-2018,7,15,29.60483061
13230,01-01-2018,8,15,37.29043522
13231,02-01-2018,8,15,43.73979511
13232,03-01-2018,8,15,43.60905096
13233,04-01-2018,8,15,47.79992137
13234,05-01-2018,8,15,52.65201431
13235,06-01-2018,8,15,54.75888429
13236,07-01-2018,8,15,58.64564632
13237,08-01-2018,8,15,33.16297826
13238,09-01-2018,8,15,38.3492067
13239,10-01-2018,8,15,39.53768386
13240,11-01-2018,8,15,41.96227803
13241,12-01-2018,8,15,45.70417288
13242,13-01-2018,8,15,48.20322276
13243,14-01-2018,8,15,50.653317
13244,15-01-2018,8,15,33.68180682
13245,16-01-2018,8,15,40.27187721
13246,17-01-2018,8,15,41.07969376
13247,18-01-2018,8,15,43.46076232
13248,19-01-2018,8,15,47.43306345
13249,20-01-2018,8,15,48.37437483
13250,21-01-2018,8,15,52.63299919
13251,22-01-2018,8,15,34.5197088
13252,23-01-2018,8,15,40.93322232
13253,24-01-2018,8,15,40.98716713
13254,25-01-2018,8,15,45.73597576
13255,26-01-2018,8,15,49.47338619
13256,27-01-2018,8,15,53.0647161
13257,28-01-2018,8,15,55.69875468
13258,29-01-2018,8,15,25.65268731
13259,30-01-2018,8,15,31.32019065
13260,31-01-2018,8,15,32.26664392
13261,01-02-2018,8,15,37.39833243
13262,02-02-2018,8,15,38.7044039
13263,03-02-2018,8,15,39.49623946
13264,04-02-2018,8,15,40.54379943
13265,05-02-2018,8,15,28.81172882
13266,06-02-2018,8,15,34.86866959
13267,07-02-2018,8,15,35.54329023
13268,08-02-2018,8,15,36.62734582
13269,09-02-2018,8,15,37.83910634
13270,10-02-2018,8,15,38.89206948
13271,11-02-2018,8,15,40.15281349
13272,12-02-2018,8,15,28.22772677
13273,13-02-2018,8,15,33.81068229
13274,14-02-2018,8,15,34.45968661
13275,15-02-2018,8,15,35.96956619
13276,16-02-2018,8,15,37.44398738
13277,17-02-2018,8,15,38.61802188
13278,18-02-2018,8,15,40.11657099
13279,19-02-2018,8,15,27.95257494
13280,20-02-2018,8,15,33.48876435
13281,21-02-2018,8,15,34.34941652
13282,22-02-2018,8,15,35.74995894
13283,23-02-2018,8,15,36.99474032
13284,24-02-2018,8,15,38.27194514
13285,25-02-2018,8,15,39.630793
13286,26-02-2018,8,15,27.55938928
13287,27-02-2018,8,15,33.04010867
13288,28-02-2018,8,15,34.16666598
13289,01-03-2018,8,15,40.82808024
13290,02-03-2018,8,15,43.24503555
13291,03-03-2018,8,15,44.29299067
13292,04-03-2018,8,15,45.1820147
13293,05-03-2018,8,15,31.67313283
13294,06-03-2018,8,15,37.7286735
13295,07-03-2018,8,15,38.02953399
13296,08-03-2018,8,15,39.09344151
13297,09-03-2018,8,15,41.24781039
13298,10-03-2018,8,15,42.22698733
13299,11-03-2018,8,15,43.67408066
13300,12-03-2018,8,15,30.77144398
13301,13-03-2018,8,15,36.17996912
13302,14-03-2018,8,15,36.66373593
13303,15-03-2018,8,15,37.94139448
13304,16-03-2018,8,15,39.99819203
13305,17-03-2018,8,15,41.23364123
13306,18-03-2018,8,15,42.94685515
13307,19-03-2018,8,15,29.89093561
13308,20-03-2018,8,15,35.38147734
13309,21-03-2018,8,15,36.01384304
13310,22-03-2018,8,15,37.22932434
13311,23-03-2018,8,15,38.92674521
13312,24-03-2018,8,15,40.3850591
13313,25-03-2018,8,15,42.13721429
13314,26-03-2018,8,15,28.96770416
13315,27-03-2018,8,15,34.30677505
13316,28-03-2018,8,15,35.34635036
13317,29-03-2018,8,15,35.92607115
13318,30-03-2018,8,15,37.83593064
13319,31-03-2018,8,15,39.57308161
13320,01-01-2018,9,15,20.92161961
13321,02-01-2018,9,15,23.90428632
13322,03-01-2018,9,15,24.03967775
13323,04-01-2018,9,15,26.40041272
13324,05-01-2018,9,15,28.53404556
13325,06-01-2018,9,15,31.08773439
13326,07-01-2018,9,15,31.67293085
13327,08-01-2018,9,15,19.07736429
13328,09-01-2018,9,15,22.24255526
13329,10-01-2018,9,15,21.48914655
13330,11-01-2018,9,15,25.32306577
13331,12-01-2018,9,15,26.50155835
13332,13-01-2018,9,15,29.76681666
13333,14-01-2018,9,15,30.55936759
13334,15-01-2018,9,15,18.97927451
13335,16-01-2018,9,15,22.25346435
13336,17-01-2018,9,15,22.65709966
13337,18-01-2018,9,15,25.07452477
13338,19-01-2018,9,15,27.39372548
13339,20-01-2018,9,15,29.65844437
13340,21-01-2018,9,15,32.4199679
13341,22-01-2018,9,15,19.03238078
13342,23-01-2018,9,15,23.80443875
13343,24-01-2018,9,15,24.42307651
13344,25-01-2018,9,15,28.45123075
13345,26-01-2018,9,15,29.94191607
13346,27-01-2018,9,15,33.49222107
13347,28-01-2018,9,15,27.54301053
13348,29-01-2018,9,15,17.84565659
13349,30-01-2018,9,15,20.79770809
13350,31-01-2018,9,15,21.19027627
13351,01-02-2018,9,15,28.98096855
13352,02-02-2018,9,15,30.29188131
13353,03-02-2018,9,15,31.62594476
13354,04-02-2018,9,15,33.88094357
13355,05-02-2018,9,15,21.53214303
13356,06-02-2018,9,15,26.25805351
13357,07-02-2018,9,15,26.29310561
13358,08-02-2018,9,15,28.13884194
13359,09-02-2018,9,15,29.84318906
13360,10-02-2018,9,15,31.38329947
13361,11-02-2018,9,15,34.29544956
13362,12-02-2018,9,15,21.40485663
13363,13-02-2018,9,15,25.55972132
13364,14-02-2018,9,15,25.68902921
13365,15-02-2018,9,15,27.98475643
13366,16-02-2018,9,15,29.95176422
13367,17-02-2018,9,15,31.59944787
13368,18-02-2018,9,15,34.41851997
13369,19-02-2018,9,15,21.34461517
13370,20-02-2018,9,15,25.51180355
13371,21-02-2018,9,15,25.70731204
13372,22-02-2018,9,15,27.84916489
13373,23-02-2018,9,15,29.59753528
13374,24-02-2018,9,15,31.23961725
13375,25-02-2018,9,15,34.10101608
13376,26-02-2018,9,15,21.07934069
13377,27-02-2018,9,15,25.28085964
13378,28-02-2018,9,15,25.38677651
13379,01-03-2018,9,15,33.81666562
13380,02-03-2018,9,15,35.20912269
13381,03-03-2018,9,15,36.56001868
13382,04-03-2018,9,15,38.39063402
13383,05-03-2018,9,15,25.76575464
13384,06-03-2018,9,15,30.89731749
13385,07-03-2018,9,15,30.6995699
13386,08-03-2018,9,15,31.88013153
13387,09-03-2018,9,15,33.53383424
13388,10-03-2018,9,15,34.78878037
13389,11-03-2018,9,15,37.79549257
13390,12-03-2018,9,15,25.25362648
13391,13-03-2018,9,15,29.83405918
13392,14-03-2018,9,15,29.73801591
13393,15-03-2018,9,15,31.02183786
13394,16-03-2018,9,15,32.81827577
13395,17-03-2018,9,15,34.1979957
13396,18-03-2018,9,15,36.91208104
13397,19-03-2018,9,15,24.47222359
13398,20-03-2018,9,15,29.0820393
13399,21-03-2018,9,15,28.89851518
13400,22-03-2018,9,15,30.36129588
13401,23-03-2018,9,15,31.90736587
13402,24-03-2018,9,15,33.33541336
13403,25-03-2018,9,15,36.26065215
13404,26-03-2018,9,15,23.77530595
13405,27-03-2018,9,15,28.32560192
13406,28-03-2018,9,15,28.27943157
13407,29-03-2018,9,15,29.22863804
13408,30-03-2018,9,15,31.04977311
13409,31-03-2018,9,15,32.46985535
13410,01-01-2018,10,15,47.25140636
13411,02-01-2018,10,15,56.90346
13412,03-01-2018,10,15,55.97968772
13413,04-01-2018,10,15,61.89376792
13414,05-01-2018,10,15,65.6757304
13415,06-01-2018,10,15,69.37018934
13416,07-01-2018,10,15,75.16026906
13417,08-01-2018,10,15,40.67544789
13418,09-01-2018,10,15,46.48946646
13419,10-01-2018,10,15,47.27247302
13420,11-01-2018,10,15,50.8065426
13421,12-01-2018,10,15,55.31853463
13422,13-01-2018,10,15,58.08985483
13423,14-01-2018,10,15,59.11126554
13424,15-01-2018,10,15,40.44071922
13425,16-01-2018,10,15,47.70117992
13426,17-01-2018,10,15,48.76587551
13427,18-01-2018,10,15,52.21591188
13428,19-01-2018,10,15,55.6901538
13429,20-01-2018,10,15,58.64354729
13430,21-01-2018,10,15,61.06338735
13431,22-01-2018,10,15,42.101802
13432,23-01-2018,10,15,47.6987925
13433,24-01-2018,10,15,48.19853976
13434,25-01-2018,10,15,52.31335552
13435,26-01-2018,10,15,55.8607926
13436,27-01-2018,10,15,58.94780033
13437,28-01-2018,10,15,64.49938484
13438,29-01-2018,10,15,30.26147493
13439,30-01-2018,10,15,37.99980119
13440,31-01-2018,10,15,38.52840318
13441,01-02-2018,10,15,45.54780082
13442,02-02-2018,10,15,46.50015617
13443,03-02-2018,10,15,48.68175925
13444,04-02-2018,10,15,48.27616062
13445,05-02-2018,10,15,34.2541901
13446,06-02-2018,10,15,42.210551
13447,07-02-2018,10,15,42.82038898
13448,08-02-2018,10,15,45.08118501
13449,09-02-2018,10,15,46.22735826
13450,10-02-2018,10,15,48.03976113
13451,11-02-2018,10,15,47.93361816
13452,12-02-2018,10,15,33.35482347
13453,13-02-2018,10,15,41.86314211
13454,14-02-2018,10,15,41.86409648
13455,15-02-2018,10,15,44.44088111
13456,16-02-2018,10,15,45.66949836
13457,17-02-2018,10,15,47.97173482
13458,18-02-2018,10,15,47.73471077
13459,19-02-2018,10,15,32.88024463
13460,20-02-2018,10,15,41.19796777
13461,21-02-2018,10,15,41.41056999
13462,22-02-2018,10,15,44.06342017
13463,23-02-2018,10,15,45.19247015
13464,24-02-2018,10,15,47.01167791
13465,25-02-2018,10,15,46.82540309
13466,26-02-2018,10,15,32.0263745
13467,27-02-2018,10,15,40.32072896
13468,28-02-2018,10,15,40.52260829
13469,01-03-2018,10,15,46.7695249
13470,02-03-2018,10,15,48.30670195
13471,03-03-2018,10,15,50.44967193
13472,04-03-2018,10,15,51.37325346
13473,05-03-2018,10,15,35.4711317
13474,06-03-2018,10,15,41.69300322
13475,07-03-2018,10,15,42.64623582
13476,08-03-2018,10,15,44.33951958
13477,09-03-2018,10,15,46.53291385
13478,10-03-2018,10,15,48.22348661
13479,11-03-2018,10,15,49.65551764
13480,12-03-2018,10,15,34.58452728
13481,13-03-2018,10,15,41.20890435
13482,14-03-2018,10,15,41.65572734
13483,15-03-2018,10,15,43.17642689
13484,16-03-2018,10,15,45.3331726
13485,17-03-2018,10,15,47.4068305
13486,18-03-2018,10,15,48.70671317
13487,19-03-2018,10,15,33.67519422
13488,20-03-2018,10,15,40.05464314
13489,21-03-2018,10,15,40.70432248
13490,22-03-2018,10,15,42.54322595
13491,23-03-2018,10,15,44.25945479
13492,24-03-2018,10,15,46.35816885
13493,25-03-2018,10,15,47.9562258
13494,26-03-2018,10,15,32.93120812
13495,27-03-2018,10,15,39.23872752
13496,28-03-2018,10,15,39.93287672
13497,29-03-2018,10,15,41.30429782
13498,30-03-2018,10,15,43.26914283
13499,31-03-2018,10,15,45.34144722
13500,01-01-2018,1,16,14.52814051
13501,02-01-2018,1,16,14.13117993
13502,03-01-2018,1,16,15.23528759
13503,04-01-2018,1,16,15.88301305
13504,05-01-2018,1,16,17.51666056
13505,06-01-2018,1,16,19.46086849
13506,07-01-2018,1,16,21.12561926
13507,08-01-2018,1,16,11.43839232
13508,09-01-2018,1,16,13.02270665
13509,10-01-2018,1,16,12.62195934
13510,11-01-2018,1,16,14.83059126
13511,12-01-2018,1,16,16.72530915
13512,13-01-2018,1,16,18.03118008
13513,14-01-2018,1,16,20.12219481
13514,15-01-2018,1,16,11.19595446
13515,16-01-2018,1,16,13.19914664
13516,17-01-2018,1,16,13.65284687
13517,18-01-2018,1,16,15.13553413
13518,19-01-2018,1,16,16.89872274
13519,20-01-2018,1,16,18.68261864
13520,21-01-2018,1,16,21.10366469
13521,22-01-2018,1,16,11.46005271
13522,23-01-2018,1,16,13.6943359
13523,24-01-2018,1,16,13.97447925
13524,25-01-2018,1,16,17.02968973
13525,26-01-2018,1,16,18.37708868
13526,27-01-2018,1,16,18.90520073
13527,28-01-2018,1,16,22.19287448
13528,29-01-2018,1,16,13.59606728
13529,30-01-2018,1,16,15.91629508
13530,31-01-2018,1,16,16.21058907
13531,01-02-2018,1,16,24.40616387
13532,02-02-2018,1,16,25.4849069
13533,03-02-2018,1,16,27.19940201
13534,04-02-2018,1,16,29.61830883
13535,05-02-2018,1,16,17.37900759
13536,06-02-2018,1,16,21.6329622
13537,07-02-2018,1,16,21.49275574
13538,08-02-2018,1,16,23.20151839
13539,09-02-2018,1,16,24.85250507
13540,10-02-2018,1,16,26.73801062
13541,11-02-2018,1,16,29.41873455
13542,12-02-2018,1,16,16.93356481
13543,13-02-2018,1,16,20.62739814
13544,14-02-2018,1,16,20.62992835
13545,15-02-2018,1,16,22.92075489
13546,16-02-2018,1,16,24.82199862
13547,17-02-2018,1,16,26.82857553
13548,18-02-2018,1,16,29.58643358
13549,19-02-2018,1,16,16.97697279
13550,20-02-2018,1,16,20.7128366
13551,21-02-2018,1,16,20.78156741
13552,22-02-2018,1,16,22.86066032
13553,23-02-2018,1,16,24.57002298
13554,24-02-2018,1,16,26.54031674
13555,25-02-2018,1,16,29.2872096
13556,26-02-2018,1,16,16.7414622
13557,27-02-2018,1,16,20.44879584
13558,28-02-2018,1,16,20.49185967
13559,01-03-2018,1,16,28.871835
13560,02-03-2018,1,16,30.12252135
13561,03-03-2018,1,16,31.81849516
